speaker_id,corpus,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64
00a8d7bea16751ba5c3a4840d13381ff96eddb214c965f56822acc0a1627f6260dc7b989dd555fc50dc72b09410aa546079d72436ace70356619dbe7abfa614a,CommonVoice-ES,-9.264892,-0.80014193,5.1807704,1.1961504,0.16681042,-2.405327,-0.34940332,-1.9329505,2.75181,1.428963,2.33895,-1.4730386,0.65480936,3.573317,-3.6051078,3.7964969,0.8153738,-4.43073,0.4316598,0.58046114,-0.24315318,-2.7433438,1.4981651,-0.9374663,-4.1987457,-3.561283,-0.21534462,1.0216727,0.2977707,0.01606925,2.0525775,-0.3999319,1.0644907,-3.650171,0.021126151,-2.5517094,1.0947351,0.8622469,2.2444594,1.4968325,-3.036876,-4.038328,-0.70491755,-0.39387497,1.0583124,4.2925215,-4.0946965,2.0223086,-0.44830796,-1.990674,0.9018662,-0.8058759,0.77112275,-1.6573006,2.6799762,1.8549163,-0.27618402,1.7502216,0.04649353,0.18169457,-1.2943071,2.6502955,0.67674816,0.9308996
00a9cb17a3893d3035dd4c9069d8b972e4392ab71161fe30605f2f05ccc9e5fe564a25a2c0da8f0cf0b0ca2e8253a59e5df6abeb824cac234873120e96d6e0dc,CommonVoice-ES,-5.9829245,-2.2336776,1.1007735,-0.9799245,0.7122723,0.3616838,0.69647086,1.2593377,5.314297,1.4602728,3.0771582,1.4960597,2.7795825,0.92979985,0.35241038,2.9280636,-1.2932739,2.403109,1.4835689,-1.9474727,0.6718466,0.3232542,-6.368572,1.0331908,2.5790968,-2.041632,0.94236416,-0.5254514,0.63522863,-0.15998253,1.4343786,1.0521139,-1.6498096,0.54477125,-1.5867935,1.1980016,-0.2500296,-0.26461303,0.7848244,3.045938,-0.020265695,-1.8805175,-1.9518605,1.7444081,-0.5409221,0.18704481,-0.9434298,-0.77286875,-0.7028892,-1.8376263,-1.4095253,-0.5281631,-1.1104386,3.5284834,-0.39536157,-0.12186738,-2.5589926,-1.637856,-0.16429518,-1.3923376,-0.35690877,-1.1710893,-2.9596972,1.5071125
00bb6b0f44bf657628eada4c840796705af780808306252c01b6fb46846005948d8b4fdbf0f5d05f05eef6526687deb5368ee6756b90a841dc87e9b5a7552d26,CommonVoice-ES,-5.642049,0.013876512,6.4789257,0.24890447,0.9007814,1.7468913,-1.0333526,2.4100251,4.9556975,2.6761851,7.340769,-0.93628204,3.9917822,-1.9127235,2.0686457,-0.4745634,0.33490562,-2.0909185,-3.3977947,-4.9160485,-10.974663,-4.541777,1.4543314,7.1629343,1.3897886,2.3324466,-1.2079209,-1.3199233,-2.7303834,0.44138673,-0.06778697,-0.23823975,-1.7034482,0.34254196,-1.5710328,1.9664909,-1.0550362,3.725978,-0.4092831,2.5131571,5.116747,-2.199035,4.096863,1.8734363,2.87936,-1.6843604,1.3484691,0.54914606,-2.8469157,0.031317744,0.525027,-1.2715354,0.40976837,1.0770267,-2.2393837,-2.9056263,0.64281577,2.0596051,1.9343619,-6.799909,-0.4820131,3.3405352,-2.0391684,-0.6578976
00bc0869ff2352a5aaa6f5a919aba4f4e6279318b7ecf0103b470c7c8bfd9d3c2636519b665772d242d681bccc0e2fa4f99f49fd264cd2d0438b3fb533185d01,CommonVoice-ES,-9.455338,-0.12299885,3.70044,0.55538756,1.9908137,-0.6085808,1.7498347,0.80944103,-0.014931027,-0.25597328,-0.08494551,2.47032,-0.937523,2.9723349,-2.8177128,1.6996069,-1.9437611,0.10292314,-3.0005505,2.0656333,1.6495996,0.8581126,-1.939653,-0.5437458,-1.3987793,0.1991056,-2.5828025,-0.31490266,3.5404747,-2.662385,2.8712568,-1.3004904,-1.2966938,-1.46012,2.152588,-0.08066629,1.4514654,-3.5281248,-0.21063814,-2.117897,0.9144532,-2.5144932,-0.08739311,-0.5617192,-0.3288602,-3.257554,0.834039,0.07930687,0.28134748,2.7179253,0.7640125,-1.0255,4.518287,0.0797459,-3.618163,-1.1942927,-0.12097355,1.6305919,-5.1091223,-4.4228764,2.4411879,0.25015897,1.6954086,1.2439872
00d339ec3b5f9d1c1f0394239600fba24cee31097762daba78e2a51366cbe6b67e28a3746c3a10dbe1b8a33ea7e39be9179bcd35489c5dd969856a59534e2f61,CommonVoice-ES,-9.6577,-0.39546567,-3.0384254,0.45126784,2.6907349,-1.7300191,-0.08011006,-2.6227071,-2.2101839,1.2889336,2.3251834,3.1831577,0.42900392,-0.30011544,0.5820912,0.29275566,0.746137,0.36850548,0.5614021,-0.23927353,-2.329107,-3.2447174,1.4924741,1.6193762,-0.19106498,-1.5650277,-2.3420343,-2.4900942,-1.7739046,-2.9989314,-2.700712,-4.075938,0.6056182,-0.79097545,-0.56361914,2.2064924,2.5019174,-3.287179,4.0107946,1.5674992,1.6872633,0.19893427,-2.4582486,-1.4521533,-2.3702145,1.9105681,1.7290422,0.22810715,-1.1721823,-1.0619541,-1.8127649,1.8724327,0.5910001,-1.1350157,0.4082474,-1.4571792,1.8138313,0.07109186,1.8637844,2.081433,0.075549506,-0.78986645,-0.9230851,0.70559
00f985273f93ebda5e659c9e6414b40001a598ee70cac7ed4ee5bf33c1eca8f500bfcaa582ef45c825d5daa3462ce52a1fd6adf34f17c23ba142b1eb2ae67f55,CommonVoice-ES,-8.393515,1.9387101,1.2596531,1.8078362,2.995757,2.907387,-3.4126513,2.3416796,2.1530752,1.1485087,-0.7924655,5.0470624,0.771443,0.43918362,-0.37416944,-0.605582,-0.7089175,3.86446,-1.7903187,-0.73948675,-0.14678286,-1.7195842,1.3307399,0.24286424,-1.0037142,-2.0832994,-1.1943951,1.5896821,3.677326,1.6595142,-4.6171837,1.4466002,2.2307038,-4.3160343,-0.9043367,-0.2727833,2.5034316,0.3112597,-2.0459821,2.6736026,-1.6950696,0.9289514,-2.1125498,1.8444068,-1.0618727,0.27973688,1.953599,-1.4504409,-1.4204221,-0.3885038,0.13594727,-0.83139664,0.6471877,-0.009154753,-2.2464228,0.14486726,-1.9340557,-1.490082,2.8017097,-1.0818981,0.116570994,1.2983824,-0.6605108,-0.34486702
013241e7ebf74ef8f47e6f5989952083080f2d0c9b743409ec1e51de777ce5319420ed5f829e76ab6462dfba07f5451cfa4fb2db7e9161c5fe81f8ca337600e8,CommonVoice-ES,-7.9447045,2.955822,-4.8705244,-1.3456724,-1.5629183,0.09740436,-0.035286877,-1.020922,2.1783066,-1.0977818,1.9760512,-1.3979356,-0.71987104,-0.9029573,1.0321324,2.184041,2.0316625,1.060957,-3.4897745,1.5896988,-0.32948872,-3.1705356,-2.7031276,-1.6144636,2.362477,-2.2621617,3.4728103,-0.1302182,3.1461248,-0.13312161,1.5139896,-2.7507818,1.8755307,-0.8996032,0.3618567,1.6443369,1.3438108,-2.7374947,0.40142894,1.9416558,-1.6845058,0.3587406,0.93130434,2.281609,0.97651845,-0.64729285,-0.4159422,1.0041986,-0.9264416,3.7168183,-4.457345,2.5772386,-0.745436,-1.2130412,1.2914195,1.6771474,3.1775527,2.8652034,-1.397116,0.53421915,-2.9803104,-2.1780896,1.4151385,-1.847734
01339bb3db89135764efa5606d9cf33d53dde1e4b9b4063483bdfb0d5655f71bbb4a8058254d51478f3726f0e2cd3ad8d858db977be85d0e641b1904c509b9ac,CommonVoice-ES,-5.455437,-3.8916886,2.2841916,2.481927,-2.2433188,3.568978,0.44740865,0.47940016,4.572155,0.9253928,-0.08464118,-1.7804018,4.2375007,2.441319,-3.8375878,-1.7514496,-5.0704594,3.440526,-4.1860237,2.3579125,2.461089,0.38226628,0.29939166,-2.298995,-0.9436544,4.4670944,-3.7969751,3.9370203,0.038033128,1.2038546,-2.7128272,-3.2304263,2.6451535,-3.4603505,-5.138047,0.70198107,-2.0676785,2.651671,-0.40796143,-3.6008945,-2.4463859,-1.8940837,-3.5635548,-0.090641715,2.4040968,1.4079587,2.4571905,-4.285674,-0.76924276,-0.03827202,2.6942828,-1.8457928,0.27437112,0.84839016,0.21232006,0.6037146,1.528873,4.2798805,-1.1960769,1.0413052,3.3791945,0.58529323,3.5752203,1.5965254
0134a425dfbdd75a77ca734d7601de78eb4c9e016396b0286e1ad70f0514d817d1abc278ef87fe9df12b93add1190812e0fb4f4b2d570c60101810b8a740f785,CommonVoice-ES,-9.447314,-0.4210927,4.0715604,-1.4353299,2.40621,2.4826643,-1.5871689,1.076105,1.3498869,3.630199,1.6027336,-1.8593738,-0.4624756,4.4328914,-2.5704317,-0.0712112,-2.8095064,1.0306659,-0.84214306,-4.417658,-0.028547717,2.674759,-1.8257512,3.1021643,-2.384945,2.5083532,-3.4771702,-4.0823154,-0.40719575,-0.5284504,-1.7244942,-2.3335235,1.1659269,-7.11987,1.7533963,4.388776,2.1489232,2.9297237,-1.4101921,-2.177367,1.5090475,-3.6795259,1.7795062,-0.3346108,-4.0026283,-0.8694699,-0.6281634,1.7987279,-1.1129603,3.2262511,-0.54085386,0.14411801,-0.5081075,-0.95341706,2.977233,1.6129293,-0.242791,-1.392863,-0.33337364,1.6725391,-3.2285411,-0.61966795,-0.7794867,0.4378447
013bf5bf3fa1524ca01b531b5b38c258809b20e25180e00faea041e5bbcfe82e91dbcd120f0cbd88b3179a21bb2d457d97cc6900f3e50462a116d6362027cc90,CommonVoice-ES,-6.155578,2.2990074,-3.9212792,-1.6959013,-0.07262027,0.6888093,-3.8199067,1.6544514,1.7310143,0.06417084,2.0026066,0.3524313,-2.0540707,-1.7125336,-1.1535938,1.3640411,2.7043636,-2.0086818,-0.5611701,1.9465563,1.0685637,-1.6147556,-4.3117857,-2.4450388,-1.7815272,-0.10051134,2.837703,1.4965081,1.4080265,-1.2801061,1.801455,3.9624949,0.61458874,-0.75484097,-0.90132135,-1.8945282,-0.8587489,-1.3322228,-0.13431396,0.242721,1.9138575,-0.029464375,1.2556278,2.8347502,0.62802273,0.10366052,-2.748988,1.4749496,-0.9142216,-0.005954976,0.10853278,3.6180813,-0.15792182,0.90324503,1.1564643,3.0487175,0.45361295,2.969801,-0.23792899,0.5568015,0.3756867,-0.7489809,1.869201,-0.30300885
0149410ac33c229eadc48ebc9c2ae8f5c259ad299ccf27a70c7e909f0c7bb0546c8febf269606c9d3a733583e4b5faa95207da5ef5be919d627caac5b242423f,CommonVoice-ES,-8.079353,1.1256797,-3.213727,1.324126,2.3481495,-4.9210253,0.733503,1.3396189,-3.4699059,-1.3054879,0.8854315,4.0543394,-1.5836043,-2.5833259,-2.7965755,-1.8791738,1.5909142,-1.9457777,3.590773,-1.1835077,-1.1003393,1.1817085,1.3829778,-3.120649,0.23596174,1.4182348,0.62270236,-1.3153546,-4.0678105,-1.5011666,-0.7883613,-1.2539074,-2.5444586,0.3001993,-0.23138356,1.7502989,0.047847997,-1.3106024,-1.4983995,0.7817053,3.9799256,-1.6611059,-0.07874756,-0.21293308,0.92569745,0.86065763,0.9825273,1.189021,-2.9928954,-2.7210276,1.4787501,-0.36307597,0.9750519,-0.6649609,-1.5314034,2.0211658,-1.7277622,-2.9922535,0.75825423,1.2270224,-0.20211776,1.1737983,-1.83719,1.9235258
0149be4e24bf1eb8729ce33ad4b1398717027fe4926079d79e1975d3dc2eaac193de31f91f10eb0853a74fb677200093d433ba2e8ffbc945e6a1cd0aaba16d27,CommonVoice-ES,-9.239971,0.3627098,5.587981,-0.38463816,-1.7463092,0.6321899,4.3372636,-2.6602197,-2.9709027,1.0794299,0.82015115,2.2779822,-3.6236894,1.7048893,-0.54576683,1.579566,-7.362446,-5.2793045,3.7809615,1.2601084,-0.3794014,3.4337342,-2.104518,-0.75758904,3.2092175,1.9641621,2.456011,1.4843562,-1.2966937,-1.4329166,-0.6435387,1.176538,0.5764184,-6.065438,2.6367724,-3.0511713,-4.3286796,-1.9479665,-0.537145,0.09672928,-1.5595918,3.268355,-3.4624786,0.44906843,-3.4770525,-1.2646449,-5.4463825,2.1260624,1.9662031,2.1028388,3.2628484,1.5267122,-1.1009005,1.3232468,-1.8621495,-0.095177,1.8722972,-1.0213608,3.0609348,1.1734297,2.5306382,0.72130764,1.0650398,0.04487257
017d548160b9fcf786ec96aa6eaca0befd021f65c29003bb44314351dae4d1ce1b82c401492a607161046f4a1896ff4562cff5a6e33927b77475d58942592879,CommonVoice-ES,-7.356969,-1.2349117,2.2213337,-0.19942242,-0.4501155,-4.4727783,-0.8765427,2.3110085,-3.9190807,0.5869959,3.2183046,1.4709669,-0.66322374,2.4327345,-0.26927823,-0.7844268,-2.259222,0.22243518,-1.4093326,-2.2033486,-0.1588431,0.29649422,-0.26877007,0.53966933,-1.5296309,0.73353994,-1.6229663,-1.7055261,0.37170148,1.128673,0.5755927,3.9086838,-0.59619987,0.9455182,-1.5957801,-2.238276,-0.7569394,1.9184544,0.47816086,2.8466723,-1.9072909,-0.6094454,-2.4058828,-0.42697895,0.52829427,-1.1015229,0.35274303,1.4446647,-2.8321857,2.3143535,-1.1463752,0.8626306,0.2762672,0.82972527,0.8659151,1.3320729,-2.6855998,1.5912457,-0.7648524,1.4669411,-2.0891438,1.607704,-3.1488032,-2.2754517
018b7a1c976d8ee3d9c766ca7ab39ee0e2a25ad86e21c9f05e2d29a0bde861f6802a4b44accc6390a28e63315bd8233ff620a75a1070843efba58239be5e74b3,CommonVoice-ES,-6.90666,-1.3663718,4.2610474,2.3060918,-0.888174,1.3802985,0.35354704,-0.2343718,-0.30850115,2.551884,1.442896,-0.20490517,3.9571013,4.3560295,-3.0699134,1.8562549,-3.2447114,0.09037539,-2.3920188,-0.5181732,1.5238581,-0.5292244,-7.146639,-3.1774125,1.568913,-1.3289793,-0.3272678,-3.6033127,2.0637026,0.012620693,-4.0815287,-1.2608863,1.2670754,0.478285,1.0984571,-0.8583609,0.33259547,0.38205105,-4.88927,-3.1720572,5.336532,2.538926,0.26601833,1.3789045,-2.3916903,-0.08365033,0.8396862,0.95720005,-1.6401899,-1.0605787,2.494879,-2.3004224,-1.9784672,0.5961432,1.7532086,1.4206848,0.72173613,-2.8053386,-0.46396303,0.047654174,0.320705,-2.6547565,0.92475224,-0.925557
019f102420a48f72fd883431da9582ed1b7aba4e6a947b735f5cafdfeab8b572b24e172b95759f6692abcfeae6b317251f47e93fd399b7b05d6491f92bd7406a,CommonVoice-ES,-5.568408,2.8484492,-5.2469964,-1.1497862,-2.3409104,1.6408617,1.6200256,0.053014796,-0.92402434,-0.50658786,0.9882926,-3.5340586,-0.9941939,-0.98878396,3.4471192,-1.6612403,-0.3809893,1.1147455,-2.2302632,-0.47930434,-3.297941,-0.6509271,-1.0290492,-0.3333537,-0.2213459,-1.5702865,-2.4302855,-0.7205206,-0.7960953,-0.4741337,0.452088,2.3478482,0.32764375,-1.8149047,-1.2817979,0.32670292,1.6744131,-1.044063,-0.38859576,0.90649015,-1.3648571,0.45597583,0.336969,0.15849282,1.1480745,0.81505454,0.9304962,0.6409641,-0.85891294,1.5435227,-0.98737323,-1.3133789,0.027144255,-0.63313586,0.7245815,0.98375446,0.4148253,2.1707172,-0.81467617,-0.11191689,0.8692797,-0.25547662,2.1255953,-0.27345407
01ba8f41db11739c6dcb60ed69c0f83f2230ed2072dc721fa9dc8cbfeac0a2a57a0f529c517d81a37938b19484ad1d7d954ea0af3305e3781c1a5da977d869a0,CommonVoice-ES,-5.5807447,2.416996,-2.7007399,-0.17113881,-0.27019346,-6.6215315,3.3517914,2.8139987,-2.8897443,-0.68920445,1.4878218,-1.9286103,1.1496931,-1.9652011,0.28437728,-0.27664044,-2.430718,-0.6066444,-1.6336691,0.8801886,1.8853128,1.5938963,-2.818255,0.20157374,1.0562134,0.9534259,1.5481707,1.0105788,1.428904,1.4262896,0.29684398,2.5357213,-0.060130905,2.3484423,-1.5495791,0.5075381,-0.6086262,1.0226642,-3.6363635,2.6668696,-0.3942554,0.61899036,1.2373455,-1.5240363,1.0389053,1.4465361,1.5063866,-0.8388767,1.7692947,0.18041228,-0.8381467,-1.1191074,-0.5407459,0.07434988,1.2045826,0.0051341727,-1.2346488,0.26154262,-0.9861153,-1.8321915,2.112741,-0.57928085,0.6347181,-0.7815387
01d55720dcf8d7f42484d4536037ec204aed9baf33d7ca8238f84a66a4e113d6211ee8fddf8a2bc12bba1002792563ccc095d68471449b198f7962df2b3ab7ce,CommonVoice-ES,-6.3419,-4.3068504,3.2490344,3.1430101,-1.071832,-4.300378,0.84505105,-0.6960949,2.201498,-1.4083672,2.0755126,0.5202548,2.354191,1.7545506,-3.3447175,0.17482775,2.0098305,-0.6619592,0.6524547,1.0264277,-0.2596822,-0.1969675,1.6771334,2.5486305,-2.4736183,-0.34837466,-0.45008093,-2.298067,0.3764261,3.0598717,-1.3660848,-2.8808045,2.1371417,3.867301,1.5766072,0.9988845,0.0210601,-1.0797343,-0.6823416,-0.8956433,4.201125,-1.129356,-0.6788606,1.5724108,1.4856291,1.5481715,2.7554939,1.6437991,-1.3110667,-0.019252073,0.833658,0.2198999,1.4020638,0.32222062,1.2881634,-2.8828397,-0.7788362,2.9916646,-1.0064127,4.189126,0.6491684,1.025315,-1.1893878,1.3282386
